本次排名,上次排名,排名变化,商品ID,商品标题,品牌,国补后价格,付款人数,最新价格,最新付款人数,付款金额,店铺名称,商品链接,备注,8-19_付款人数,8-19_价格,8-20_付款人数,8-20_价格,8-22_付款人数,8-22_价格,页码
N/A,159,掉榜,6.78145E+11,全自动APP隐形智能遥控门锁刷卡免打孔电子感应室内暗木门锁卧室,海尔,145,78,133.9,79,10578.1,海尔斯特智能家居旗舰店,https://detail.tmall.com/item.htm?id=678144924335&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000kJNxQOF04x6EWqxP1g9syxCM0x6GhyN8yWhwr6ocWaU&skuId=5044481207828&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%22c16a5151ea706c80ea4f56f6c93573a3%22%7D&spm=a21n57.1.item.48,,79,133.9,同上,同上,未找到,未找到,
N/A,486,掉榜,8.29601E+11,新品鹿客指脉锁S5 Max密码锁3D人脸识别智能锁指静脉猫眼智能门锁,鹿客,1393.15,84,1609.05,77,123896.85,Lockin鹿客旗舰店,https://detail.tmall.com/item.htm?id=829601318239&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=bc36b2fbbd22c3e330efa03de7c6471a92b3e491&mi_id=0000P3pdqFnv8SGHDNgKowsaGoOYkYb_ccv_N797T5Z9vA8&skuId=5730891994154&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%22a34781cd0532db921930ef6d0a5fc425%22%7D&spm=a21n57.1.item.39,,未找到,未找到,77,1609.05,未找到,未找到,
N/A,163,掉榜,7.42191E+11,星驰龙家用智能门锁专用锂电池大容量电子锁指纹锁通用电池zns09B,未识别,130,75,148,73,10804,星驰龙旗舰店,https://detail.tmall.com/item.htm?id=742190622185&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000P5wFiEmtj0yj7Ed4XnH_cKKkH10T1maFEw7HFFzIFBY&skuId=5710289543480&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%22d4a7102a61d69f58ded561dd926bb1c8%22%7D&spm=a21n57.1.item.6,,73,148,同上,同上,未找到,未找到,
N/A,168,掉榜,8.12211E+11,公牛家用防盗门锁指纹锁半自动入户门智能门锁密码锁电子门锁Z07,公牛,399,68,393,72,28296,BULL公牛曼奥专卖店,https://detail.tmall.com/item.htm?id=812211168690&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=2e6e7fd01177666c507f190582f0d3b21a96aa7f&mi_id=0000nLelxobBZ10Rzi6G2IfAIK79e8I9UnhKSbN5hx2DSKI&skuId=5756648933022&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%229c81bd65bcf32b2c78f6f41dc014dea1%22%7D&spm=a21n57.1.item.23,,72,393,同上,同上,未找到,未找到,
N/A,172,掉榜,8.95862E+11,直鹿客掌心锁V5Max掌静脉3D人脸智能门锁指纹锁密码锁,鹿客,5235.15,67,5349.05,71,379782.55,Lockin鹿客旗舰店,https://detail.tmall.com/item.htm?id=895862385100&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00002Is3UcTEiIspKz3B6gL2V99-Z9mDhopkrPfFj3ZS1tM&skuId=5748254969248&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%222354d4dca7c5e0047c23cbf3f9c0253b%22%7D&spm=a21n57.1.item.25,,71,5349.05,同上,同上,未找到,未找到,
N/A,175,掉榜,7.25523E+11,遥控门锁家用隐形暗锁电子防盗锁密码智能大门锁刷卡手机无线远程,未识别,102,82,125.24,67,8391.08,驻延家居专营店,https://detail.tmall.com/item.htm?id=725522546835&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00001zLlTvHOezj4vqbpPd6BQL6001d_TPBnWiuGC0h53bY&skuId=5034440204019&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%220823b12415df08738ceca4d161b83c4d%22%7D&spm=a21n57.1.item.34,,67,125.24,同上,同上,未找到,未找到,
N/A,176,掉榜,7.762E+11,鹿客指脉锁S6 Max密码锁3D人脸识别智能锁指静脉双摄猫眼智能门锁,鹿客,1733.15,75,2034.05,65,132213.25,Lockin鹿客旗舰店,https://detail.tmall.com/item.htm?id=776200483711&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=9473bea68189b1d8b6753c87f6f7848017288daa&mi_id=0000decBH8JJy0zG9iN7oeGEg124Ok-qYErxHf5GVyrAdo4&skuId=5520169288953&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%2221b63bce0c2cb00f4727ab6a26fe5fce%22%7D&spm=a21n57.1.item.3,,65,2034.05,同上,同上,未找到,未找到,
N/A,177,掉榜,9.332E+11,欧加斯公寓民宿密码锁手机远程通通锁出租房酒店刷卡防盗智能门锁,欧加斯,393,65,392,64,25088,欧加斯旗舰店,https://detail.tmall.com/item.htm?id=933199836000&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000rkIAZwMA7p703JTT3fh3mIWWRW8wpUmyONc6qHayXEA&skuId=5822191500578&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%220e5bb94d4f2dfcec340a50cc7fd93ba2%22%7D&spm=a21n57.1.item.30,,64,392,同上,同上,未找到,未找到,
N/A,179,掉榜,6.54576E+11,人脸识别智能锁办公室玻璃门锁密码锁单门双门推拉门免开孔门禁锁,dorlo,498,62,472.86,63,29790.18,dorlo旗舰店,https://detail.tmall.com/item.htm?id=654576216865&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000Y7LQYEU_y-AugDQBUy9No3ec1NCPr_tuOtdNBxG7jfs&skuId=4903788999118&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%2297a4b81d4d9665b96a82850ebe001363%22%7D&spm=a21n57.1.item.38,,63,472.86,同上,同上,未找到,未找到,
N/A,100,掉榜,7.89295E+11,阿尔法极光P14系列家用防盗门锁人脸识别智能锁掌静脉锁指纹锁,阿尔法极光,999,61,957.03,61,58378.83,阿尔法极光旗舰店,https://detail.tmall.com/item.htm?id=789294648723&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=2cd6ae1ce8d95008619cd02943a9fa5151d89db9&mi_id=0000-ryIoKlCmsXSk0sKvMhcMcWuRb7cngjrbOHcZZLlT7M&skuId=5556936171789&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%22dac9d97cba9d2232dc117e750a11997c%22%7D&spm=a21n57.1.item.41,,102,957.03,61,同上,未找到,未找到,
N/A,185,掉榜,7.00451E+11,慕尼森指纹锁家用防盗门密码锁自动下滑盖智能门锁通用型电子门锁,慕尼森,269,60,234.03,61,14275.83,慕尼森电子锁旗舰店,https://detail.tmall.com/item.htm?id=700451011747&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00000u6Oysscqa-qPkK6DzL-2x5UMz-dJvuuAd7oFNEoo80&skuId=4942074656826&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%2258e66723de92cdb6ebf75e4be96bce51%22%7D&spm=a21n57.1.item.44,,61,234.03,同上,同上,未找到,未找到,
N/A,191,掉榜,9.17454E+11,【国补立减15%】P14FVM三摄家用防盗门锁人脸识别智能锁智能入户,阿尔法极光,993.65,59,953.64,58,55311.12,阿尔法极光旗舰店,https://detail.tmall.com/item.htm?id=917454404077&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=058ccfda3afebcfd5aba1d828644709b38784825&mi_id=0000nn6eovHWbvftltVp1wiVZi9ffiktWRF7YjHCKv4SIuU&skuId=5785661045668&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%220184dcf438e6549d77057ab7f057a7c6%22%7D&spm=a21n57.1.item.46,,58,953.64,同上,同上,未找到,未找到,
N/A,197,掉榜,8.18786E+11,苏宁智能门锁指纹锁家用全自动人脸识别电子密码锁入户防盗门2392,苏宁,376.83,55,376.33,56,21074.48,苏宁易购官方旗舰店,https://detail.tmall.com/item.htm?id=818786216227&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000kgiu7eBFuOwW7S70k8X_MNO9TXlUdigI2krDzp4wBCY&skuId=5690909635271&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%2202d8583ddbf5bb5e7601809c0772f6fc%22%7D&spm=a21n57.1.item.7,,56,376.33,同上,同上,未找到,未找到,
N/A,198,掉榜,8.24515E+11,全自动智能门锁家用防盗门人脸识别指纹锁室内可视猫眼电子密码锁,陈光德力,169,53,166.31,55,9147.05,陈光德力旗舰店,https://detail.tmall.com/item.htm?id=824515243232&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00006cUi_zR3rIDMhSDVbS55pZDSOza_fb_U070xkyxQ0qI&skuId=5626393841700&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%2270d3af01cc1684213b3f1025f416ca15%22%7D&spm=a21n57.1.item.14,,55,166.31,同上,同上,未找到,未找到,
N/A,199,掉榜,7.75665E+11,华为智能门锁Plus AI 3D人脸解锁密码锁电子锁,华为,1784.15,59,1784.15,54,96344.1,华为官方旗舰店,https://detail.tmall.com/item.htm?id=775665206302&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=000043AChKTJiNw9XtXPkJ8u8oFxH_0pluvnjNqcfHXwt6w&skuId=5510267659227&priceTId=214784c817555876476096297e143f&utparam=%7B%22aplus_abtest%22%3A%22c25b2f78961484b762b566f96dec10f4%22%7D&spm=a21n57.1.item.45,,54,同上,同上,同上,未找到,未找到,
N/A,206,掉榜,7.75648E+11,防水断桥铝指纹锁推拉平移门密码锁庭院门户外窄边铝合金智能门锁,安将军,233,55,259.36,51,13227.36,安将军旗舰店,https://detail.tmall.com/item.htm?id=775647604879&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00007lWNUr3Om-fpahOO--OyLqhN_1gLKkdfaQDmRJ1WtqY&skuId=5675735640201&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%22dc21d21592078d9f6088c65daf44e20e%22%7D&spm=a21n57.1.item.9,,51,259.36,同上,同上,未找到,未找到,
N/A,209,掉榜,5.80533E+11,小益指纹锁智能门锁家用防盗门自动大门十大品牌电子锁密码锁,小益,152,50,152,50,7600,小益家居旗舰店,https://detail.tmall.com/item.htm?id=580533151308&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000fsgnzGQTyXneDzsTVURdWdH08DmW-iOU1yq181XYJP0&skuId=5786546080517&priceTId=2147821917556902907571545e10e0&utparam=%7B%22aplus_abtest%22%3A%22afb05bfd391d00e537dd67ce43cca0f8%22%7D&spm=a21n57.1.item.23,,50,152,同上,同上,未找到,未找到,
N/A,214,掉榜,7.56996E+11,全自动APP室内木门锁智能电子感应刷卡遥控门暗锁免打孔卧室隐形,日翔,142,50,142,48,6816,日翔蔚铼专卖店,https://detail.tmall.com/item.htm?id=756996224896&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000BlJWL7JcPYEkW_GuUMS__2InIKDS0YR-kmadu4U38LY&skuId=5523836001708&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%22d6993ea223df8d54e6248efdf1daec2a%22%7D&spm=a21n57.1.item.26,,48,同上,同上,同上,未找到,未找到,
N/A,215,掉榜,9.04189E+11,【新品】华为智能门锁 2 Ultra AI掌静脉3D人脸双解锁密码锁,华为,3599,50,3599,48,172752,华为官方旗舰店,https://detail.tmall.com/item.htm?id=904189018475&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000WeW2oVFeJTWeGI8V_3AvDEsUJzk5_NNzMatmqgTZr90&skuId=5775576085430&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%2253e4104918b035e9ff195a30ecfe34b0%22%7D&spm=a21n57.1.item.27,,48,同上,同上,同上,未找到,未找到,
N/A,219,掉榜,7.5981E+11,公寓密码锁远程通通锁民宿出租房酒店宾馆木门刷卡科技侠智能门锁,云漫,138.75,43,133,47,6251,云漫旗舰店,https://detail.tmall.com/item.htm?id=759810064155&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000jM2CQzDNflpOONvcHKOrb3Qd6dBoom1s3b46j5AXxKY&skuId=5240628705754&priceTId=2150470117555882641642001e0edb&utparam=%7B%22aplus_abtest%22%3A%22a559c64b643ce09aae50e62437e6e3c2%22%7D&spm=a21n57.1.item.29,,47,133,同上,同上,未找到,未找到,
N/A,218,掉榜,6.22514E+11,石将军指纹锁3d人脸识别家用防盗智能锁电子密码锁全自动智能门锁,石将军,579,51,593,47,27871,石将军旗舰店,https://detail.tmall.com/item.htm?id=622514231402&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000j1NA6G2sx9JKBDE6OLXnFKRqaRBQgScZ2zU3byynuhk&skuId=5757483933744&priceTId=2147844d17555877215162563e113d&utparam=%7B%22aplus_abtest%22%3A%22180047bef7beb1b1577f1478bbec5ec7%22%7D&spm=a21n57.1.item.24,,47,593,同上,同上,未找到,未找到,
N/A,N/A,掉榜,6.53043E+11,安将军办公室玻璃门指纹锁单门双门双开涂鸦智能电子门禁密码门锁,安将军,443.66,9,443.66,9,3992.94,安将军旗舰店,https://detail.tmall.com/item.htm?id=653042914004&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000BVW9pbhh575gg87QbJcf1cHdBJhwq60eq1CzmOEEuio&skuId=4712126405546&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22b1ae4a8f308fb3df58276b97b7fc8c79%22%7D&spm=a21n57.1.item.2,新品; ,,,9,443.66,未找到,未找到,8
N/A,N/A,掉榜,7.20285E+11,樱花G35 家用智能门锁指纹密码电子全自动可视对讲猫眼3D人脸识别,樱花,799,9,799,9,7191,樱花五金旗舰店,https://detail.tmall.com/item.htm?id=720285434780&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000ditzMlI-6DqbYMCnAwYxoWB192KXCpRxSaSEnc5W4xw&skuId=5191696095898&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22863b86bbbfa034e0bbd5be8211e60f98%22%7D&spm=a21n57.1.item.3,新品; ,,,9,799,未找到,未找到,8
N/A,237,掉榜,7.16734E+11,萤石AI3D人脸锁Y3000FVX+双摄可视大屏猫眼智能无需指纹家用防盗,萤石,1779.05,41,1779.05,9,16011.45,萤石官方旗舰店,https://click.simba.taobao.com/cc_im?p=%D6%C7%C4%DC%C3%C5%CB%F8&s=125191973&k=2241&e=lsszYk9CdEAEq6yGXRgi3ZYZWXEb21Ehr1onU6UaCYAr%2F1S1Mv9ITlRW6DxkpQ9J2gbAllBQLZjTUVdNnA6NxWvvsxCcJ1xmIuTchLRo4y7viOqhplsaqgaPZRTGggbt4rGVYmTOFgVTmSele%2ByzUPL1dV%2F8o7ulxcAh6TE9F9gOUN11y20BUDzGZxs%2F2KRvw%2BXZAiV8hIdz%2FscieDQhjmDbfbA%2FgN3hFhekWZ6cLgsRcT34ycKs8H4phUnYTTX69QQKs0Unw%2BjCqNoHmABquZZRxYlaBcnR0pxI7B29tXH%2Fx097RUP2CV3E4Rc7FM7Ul1OLRjfqS1vSR5iZsbhskzNoXwipy4lbw7Gzizi2gJ5grRsTLmbAH9Z9OU9tHNAKqSMkIUwE0maqPlsFTnM5Lf7iri%2BRQmN8RcfAx4p3w2Gjvi4A3lwRtV8FG2n24dHo2shX42YwR5CHkQ5SibHMywkv8hIxNkag2m2DEzUphAGPkQZKd%2BxbkJtmADGe1pyMTjH%2BMDSLaddTR9YLGxo%2Fqa05kaDX20bPYEretbGHKR5mexJl%2FYofPilbJuWRsT%2Fqn6%2F4lG6%2BIwP5UfCCp3hJWVVKhc%2Flx5myBj2tbyJx%2BsDYKIiRPIH0bB8ECyQY6odWfa%2FzyJu4dWMuw083eTHxgRnhmKpihmKyAet%2FISL3CJtyfkYotn1FlQBbXSrXeh7UQgiRbZ7NYPxOdZAC84sBaTTXUF6QNzmGG6Ji2wul3ecY8wwAgqCtwXSak9gcyL7XsbdEefoQ7nqjTxvcuRekBwWZtSljF9yqVi4WGYX0nFgRgjqiulcdcQClfMroK%2B0%2Fk9sZGLZcvXGRmBHMBxFbep5%2BDslGxrfhc%2Fxh0PF1tclZ%2BDS%2BIgfJsiQUgxPxlxL%2BGWfxQjfn2FgjMXV1x03DOMiRW%2FawoZvllMB%2BhUHwXVXWvXtw0giWmgXN68RHHZ9UNL2cSj9LQNnSn2PfW0w29RQ6WnKTH1BU0f7wpRn5w4h%2FnMN3TbyWyKj7hT3v5KSQ%2FudzAwbb3MQh7%2FJNRsG6tMOPigK%2BguJ6ui94fmt%2FeIcRKWYcONke%2BiEaEMVJk76AndAEQcG9wWsF1UHHnc%2BiQslyw8WpYnWGR6acQbsPGv41xVE9TN8c75wS5YQxNsqSq4ZYwFg5xg09KdShFMjsML9w%2FO7n480n2DxlMXp9n%2BLxCST5TyC6PEEWfX6h0%2BGpZ7QEpOtEK9m9q4PuqVEdnavyrLyndm06hAghXlgw1FStDQVWeVLyI1xwMTYQgbSfJgsfGDQQOdmfr%2FiUbr4jA2Z7EmX9ih8%2BS4MMOdkFgRdgSt61sYcpHvlR8IKneElZxJooGjMswtrlbNdFTCC4TiiEgXPn2EmLX1%2BOaSY%2BifNLfYmN2PnCWGZ7EmX9ih8%2But4Wt70p2ywhHf1jZ3h7Aq2F5TKuSI6wrcZwCsUa%2BjCxhFNG9m2NBB2f0UsAziikbVLIpjrNhAL4xfyUsWP1s8ACicwqUGKftIkEBByV5BfWmENR68YMuQFQgnF9SYfYdzr4Edx1z%2F%2BL7N9PusP8XXASFFqEuuH88gqDR64YgRGLbgKEfm9bcltMGUapNvxsMtgGg05wn6fLwiEptJbiu4qFs9x%2FDW6WFGwBcgLZjjgy2AaDTnCfp0VqQg0tS4eJ8vmk1qvCDx9Vf2NtpvDhttL7wWevebu2NvhQMsQqQty8bIDHxcPl8oxGkL61eEC7xl39Dp2itBh%2Fpcsvx2GbgABMS20uiV4hjFjaNud71eK1OWIT7gMe11JKIaLmnFibW2f2zPpjKm8xJw8iQu9jOHRVqzCPTV8AZu0xPAkHbV2lFKBVhZeAIsr%2FJuxdYr1oOAatncFl%2BXgonb37VWt4zaxybTf%2FgHiqXY9QMQC3n4TkIIKH7bhYoPQpcpdENTmUm113IZTkAWqlsbwVGXVt4xQNFw0LnD4c8xNI97lWToaqwf6TyxZXVnXTe%2B3k%2B4JFPMW4oYcf3%2Fz4pJUJkzW9f16x60SpkrqO2pNgk1Cvp2W%2FFldJtrB5%2BbfrczMuMC6ywikFAJDeCzcKAGERc%2F%2FkoseWH2BsDTAQlZGZHJR%2BV%2B8sDQ7Vz07nwfVg5E05mtz4Y7vJ1i98E%2FTQAzBLER60cn3MAkVXAeH9MtgGg05wn6eH0JvrqkTEuX%2Bjs976H%2FszQfErtSZUD%2F5BT0VCGpHVrUtauq1qq6lMiCGP8IWN%2FcWxhFNG9m2NBCaYj9NHHcy2&eadt=282&mm_sceneid=1_0_53046447_0&a=xxc%3Dad_ztc%26umpChannel%3Dbybtqdyh%26u_channel%3Dbybtqdyh%26fpChannel%3D101%26fpChannelSig%3D7c336d10c68c7eea1abc0984dd40df805cfab4ca%26mi_id%3D000004Bc8FZAdI2qdoTOPcb-rVbBWTMgQv_CYr5_ZhHus0w%26skuId%3D5732986845371%26priceTId%3D2147821917556903109142473e10e0%26utparam%3D%2525257B%25252522aplus_abtest%25252522%2525253A%2525252293bba1ba058cb3adbb56a1b752fb0c59%25252522%2525257D%26&id=716734410512&spm=a21n57.1.item.8,销量为估算值; ,41,1779.05,9,同上,未找到,未找到,
N/A,N/A,掉榜,8.60381E+11,耶鲁智能门锁锂电池,未识别,100,9,100,9,900,耶鲁电子锁旗舰店,https://detail.tmall.com/item.htm?id=860380569282&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000_8ZgJEUxcBrQGwvLwR8Q1j-gMy6CAmPWlfjB0rtJVxY&skuId=5842505658603&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22b0a9e34ca42ea65ab2e4608ef2fdb756%22%7D&spm=a21n57.1.item.5,新品; ,,,9,100,未找到,未找到,8
N/A,N/A,掉榜,7.42443E+11,木门指纹锁室内门办公室卧室房间通用密码锁智能电子门锁通通远程,云漫,218,9,218,9,1962,云漫旗舰店,https://detail.tmall.com/item.htm?id=742442869867&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00003YHrOKwCzEoZFbiJzNZmKXMvNhvRrQVIqYRA5I-SKUg&skuId=5126135860946&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%223e00feec26c952b8c8d8ca3510a56796%22%7D&spm=a21n57.1.item.6,新品; ,,,9,218,未找到,未找到,8
N/A,N/A,掉榜,6.39012E+11,TCL智能锁K6F-S智能指纹锁家用防盗门门锁指纹电子锁半自动密码锁,TCL,499.8,9,499.8,9,4498.2,TCL集团官方旗舰店,https://detail.tmall.com/item.htm?id=639012235105&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=b7224eb46ce3ff150772acd729e0faf24b3834c7&mi_id=0000Wh1eA4LDn3lWVYdE_FcwM0DfeanG9EdylKTyzfZg8fk&skuId=5435545738530&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%2241018598a885147bb47121c8dfbfc35a%22%7D&spm=a21n57.1.item.9,新品; ,,,9,499.8,未找到,未找到,8
N/A,N/A,掉榜,7.89373E+11,阿尔法极光全自动智能锁家用防盗门人脸识别智能锁可视猫眼电子锁,阿尔法极光,746.03,9,746.03,9,6714.27,阿尔法极光旗舰店,https://detail.tmall.com/item.htm?id=789373473153&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00003tjDMvbOGf1gbYwXoiG7YjJSt-6aVWJlQe-8OQ8AFyY&skuId=5554842434874&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22c5307dd5a4fe14705771b0405395b28d%22%7D&spm=a21n57.1.item.10,新品; ,,,9,746.03,未找到,未找到,8
N/A,N/A,掉榜,6.48681E+11,室内指纹锁智能电子密码锁木门办公室卧室通用球形锁家用房间门锁,未识别,121.1,9,121.1,9,1089.9,钟铧旗舰店,https://detail.tmall.com/item.htm?id=648680512422&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000qrQjIUTAEGnRMAf6dq6-BJTHefku7-ywKsWSCgNAEvo&skuId=4849791318336&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22c5672b084c1bf26f1ecf67af38015bf5%22%7D&spm=a21n57.1.item.12,新品; ,,,9,121.1,未找到,未找到,8
N/A,N/A,掉榜,9.26098E+11,咏洛断桥铝双面指纹庭院肯德基门智能门锁铝合金门双面密码锁防水,咏洛,107.4,9,107.4,9,966.6,咏洛旗舰店,https://detail.tmall.com/item.htm?id=926098355510&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000AtXqZXv7i0FAye3OhI3xXMQEWvdUhjwe-jKDrV-IOhE&skuId=5910136464694&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22c4f2b40aca41cffd938f76a9296abd08%22%7D&spm=a21n57.1.item.17,新品; ,,,9,107.4,未找到,未找到,8
N/A,N/A,掉榜,8.72136E+11,动态人脸识别玻璃门锁免开孔双门无框有框单门智能电子指纹密码锁,深安捷,304.1,9,304.1,9,2736.9,深安捷家居专营店,https://detail.tmall.com/item.htm?id=872136298643&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000weaWJ9_8xdeviEI6RWXeS6H8sfCGSRAkmhqvEZZGknk&skuId=5909091680958&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22d4e769c17140a5bd6c06f418e09d1eff%22%7D&spm=a21n57.1.item.19,新品; ,,,9,304.1,未找到,未找到,8
N/A,N/A,掉榜,7.62432E+11,3D人脸识别指纹锁家用防盗门智能门锁入户门全自动可视密码电子锁,欧铂睿丰,214.81,9,214.81,9,1933.29,欧铂睿丰旗舰店,https://detail.tmall.com/item.htm?id=762432486345&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000yye5XWoPZVwlkELYD16N8NN_Jb02tkXVsGbb8O1mFt0&skuId=5254403309987&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22ae3b8fc2215b7ac8f4edc454e410945e%22%7D&spm=a21n57.1.item.20,新品; ,,,9,214.81,未找到,未找到,8
N/A,N/A,掉榜,9.22829E+11,麒门盾P20智能门锁3D人脸全自动家用入户门密码指纹防盗门电子锁,未识别,818.42,9,818.42,9,7365.78,麒门盾旗舰店,https://detail.tmall.com/item.htm?id=922828720754&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000BKWJxFa3pIl-B7v5movNPyJUV_F0I1EAZ5b1f0euh-0&skuId=5798706705135&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22388e25ae65ab31578b633e9165aff3fd%22%7D&spm=a21n57.1.item.21,新品; ,,,9,818.42,未找到,未找到,8
N/A,N/A,掉榜,7.5853E+11,爵象指纹锁家用防盗门电子锁智能门锁人脸识别全自动入户门密码锁,爵象,959.02,9,959.02,9,8631.18,爵象旗舰店,https://detail.tmall.com/item.htm?id=758529632883&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000TUcfDhrHQ190XsKge-JFWusQgolX4hIfFe3vmjsbVBQ&skuId=5415904505186&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22a37a703b937468508a33385ecfad616d%22%7D&spm=a21n57.1.item.25,新品; ,,,9,959.02,未找到,未找到,8
N/A,N/A,掉榜,9.48584E+11,公牛智能门锁专用副锁【单拍无效】副锁仅装饰 无元器件无功能,公牛,300,9,300,9,2700,公牛电子锁旗舰店,https://detail.tmall.com/item.htm?id=948583891025&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000KqTxBlLWjwbfhZfGFfNJB46zhNTPaiLDYNFQ23jI7BY&skuId=6028756599671&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22fc3dafa59834c9b89e612d72e54ef440%22%7D&spm=a21n57.1.item.26,新品; ,,,9,300,未找到,未找到,8
N/A,N/A,掉榜,9.09254E+11,【直播专享】德施曼智能门锁全自动家用防盗门密码锁大圣Q5P,德施曼,2089,9,2089,9,18801,德施曼旗舰店,https://detail.tmall.com/item.htm?id=909253786649&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000iddOvmPQ5EaSld7VuAxIWGbRFABi7yMYrQ_D4qz61H8&skuId=5770413720992&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%2262ec9f81e8c9319f9d9faf8f397ee753%22%7D&spm=a21n57.1.item.30,新品; ,,,9,2089,未找到,未找到,8
